date,steps,distance,runDistance,calories
2023-04-13,4338,3334,74,123
2023-04-14,4417,3259,176,113
2023-04-15,2421,1695,7,62
2023-04-16,4676,3519,104,122
2023-04-17,5288,4163,146,156
2023-04-18,3219,2532,271,101
2023-04-19,3330,2451,161,85
2023-04-20,2541,2022,147,77
2023-04-21,3319,2512,109,98
2023-04-22,7404,5518,251,196
2023-04-23,5301,4059,276,149
2023-04-24,0,0,0,0
2023-04-25,6723,5314,224,201
2023-04-26,3755,2814,127,100
2023-04-27,6871,5033,378,184
2023-04-28,14152,10759,588,387
2023-04-29,15571,11953,294,433
2023-04-30,22663,16666,575,603
2023-05-01,28102,21278,733,764
2023-05-02,26388,20704,515,757
2023-05-03,6285,4755,173,175
2023-05-04,0,0,0,0
2023-05-05,3195,2389,172,87
2023-05-06,0,0,0,0
2023-05-07,2445,1893,45,66
2023-05-08,2314,1770,182,67
